Title,clean_synopsis
The Last Witch Hunter,modern world hold many secret far astounding witch still live among u vicious supernatural creature intent unleashing black death upon world putting end human race army witch hunter battled unnatural enemy century including kaulder valiant warrior many year ago slayed powerful witch queen decimating follower process moment right death queen cursed kaulder immortality forever separating beloved wife daughter today kaulder last living hunter spent immortal life tracking rogue witch yearning long lost family
Smurfs,papa smurf mysteriously taken evil wizard razamel gargamel smurfette lead smurfs mission real world save help new friend smurfs must discover defines destiny save universe
Harry Potter and the Deathly Hallows: Part 1,harry ron hermione walk away last year hogwarts find destroy remaining horcruxes putting end voldemort bid immortality harry beloved dumbledore dead voldemort unscrupulous death eater loose world dangerous ever
Fantastic Four,space voyage four scientist altered cosmic ray reed richards gain ability stretch body sue storm become invisible johnny storm control fire ben grimm turned super strong thing together fantastic four must thwart evil plan dr doom save world certain destruction
Fantastic Beasts and Where to Find Them,newt scamander arrives magical congress united state america magically expanded briefcase house number dangerous creature habitat creature escape briefcase sends american wizarding authority newt threatens strain even state magical non magical relation
Morbius,dangerously ill rare blood disorder determined save others suffering fate dr michael morbius attempt desperate gamble first appears radical success soon reveals remedy potentially worse disease
Pirates of the Caribbean: On Stranger Tides,captain jack sparrow cross path woman past sure love ruthless con artist using find fabled fountain youth force aboard queen anne revenge ship formidable pirate blackbeard jack find unexpected adventure know fear blackbeard woman past
Orion and the Dark,boy active imagination face fear unforgettable journey night new friend giant smiling creature named dark
Doctor Strange in the Multiverse of Madness,doctor strange help mystical ally old new traverse mind bending dangerous alternate reality multiverse confront mysterious new adversary
Dumbo,young elephant whose oversized ear enable fly help save struggling circus circus plan new venture dumbo friend discover dark secret beneath shiny veneer
Harry Potter and the Deathly Hallows: Part 2,harry ron hermione continue quest vanquish evil voldemort thing begin look hopeless young wizard harry discovers trio magical object endow power rival voldemort formidable skill
Damsel,young woman marriage charming prince turn fierce fight survival offered sacrifice fire breathing dragon
IF,discovering see everyone imaginary friend girl embarks magical adventure reconnect forgotten imaginary friend kid
The Secret World of Arrietty,year old arrietty rest clock family live peaceful anonymity make home item borrowed house human inhabitant however life change clock human boy discovers arrietty
Raya and the Last Dragon,long ago fantasy world kumandra human dragon lived together harmony evil force threatened land dragon sacrificed save humanity year later evil returned lone warrior raya track legendary last dragon restore fractured land divided people
Black Clover: Sword of the Wizard King,lionhearted boy wield magic strives title wizard king four banished wizard king yore return crush clover kingdom
Ghostbusters: Afterlife,single mom callie two kid trevor phoebe arrive small oklahoma town begin discover connection original ghostbusters secret legacy grandfather left behind
Secret of the Wings,tinkerbell wanders forbidden winter wood meet periwinkle together learn secret wing try unite warm fairy winter fairy help pixie hollow
Ted,john bennett man whose childhood wish bringing teddy bear life came true must decide keeping relationship bear girlfriend lori
The Crow,soulmates eric shelly brutally murdered demon dark past catch given chance save true love sacrificing eric set seek merciless revenge killer traversing world living dead put wrong thing right
Suicide Squad,dc comic come suicide squad antihero team incarcerated supervillains act deniable asset united state government undertaking high risk black ops mission exchange commuted prison sentence
Pacific Rim: Uprising,ten year since battle breach ocean still restless vindicated victory breach jaeger program evolved powerful global defense force human history ppdc call upon best brightest rise become next generation hero kaiju threat return
Army of Darkness,ash handsome shotgun toting chainsaw armed department store clerk time warped backwards england dark age romance beauty face legion undead
Monster House,monster bed scary enough happens entire house get three teen aim find go decrepit neighboring home unlock frightening secret
The Balconettes,heat wave brings marseille neighbourhood boil three roommate gleefully meddle life neighbour balcony late night drink turn bloody affair
The Road to El Dorado,stowing away failed con pair swindler end el dorado fabled city gold quickly get head mistaken god inhabitant
The Lovely Bones,brutally murdered year old susie salmon watch heaven grief stricken family killer observes daily life must balance thirst revenge desire family heal
One Piece Film Red,uta beloved singer world voice sings concealing true identity described otherworldly appear public first time live concert venue fill kind uta fan excited pirate navy watching closely straw hat led luffy simply came enjoy sonorous performance voice whole world waiting resound
The Chronicles of Narnia: Prince Caspian,one year incredible adventure lion witch wardrobe peter edmund lucy susan pevensie return narnia aid young prince whose life threatened evil king miraz help colorful cast new character including trufflehunter badger nikabrik dwarf pevensie clan embarks incredible quest ensure narnia returned rightful heir
Home,earth taken overly confident boov alien race search new place call home human promptly relocated boov get busy reorganizing planet one resourceful girl tip manages avoid capture find accidental accomplice banished boov named oh two fugitive realize lot stake intergalactic relation embark road trip lifetime
Barbie: Princess Charm School,barbie star blair willow kind hearted girl chosen attend princess charm school magical modern place teach dancing tea party proper princess manner blair love class well helpful magical sprite new friend princess hadley isla royal teacher dame devin discovers blair look lot like kingdom missing princess turn blair world upside stop claiming throne blair hadley delancy must find enchanted crown prove blair true identity charming magical princess story
King Kong,adventurous filmmaker carl denham set produce motion picture unlike anything world seen alongside leading lady ann darrow first mate jack driscoll arrive island discover legendary creature said neither beast man denham capture monster displayed broadway king kong eighth wonder world
Demon Slayer: Kimetsu no Yaiba - Sibling's Bond,recap kimetsu yaiba episode new footage special end credit tanjiro kamado return home find family slaughtered lone survivor sister nezuko turned demon surprise however nezuko still show sign human emotion thought thus begin tanjiro journey seek demon killed family turn sister human
Peter Pan's Neverland Nightmare,wendy darling strike attempt rescue brother michael clutch evil peter pan intends send neverland along way meet twisted tinkerbell hooked think fairy dust
The BFG,orphan little girl befriends benevolent giant take giant country attempt stop man eating giant invading human world
Niko: Beyond the Northern Lights,niko reindeer join father santa flying force santa sleigh stolen acquaintance niko must find time christmas
Madame Web,forced confront revelation past paramedic cassandra webb forge relationship three young woman destined powerful future survive deadly present
Freakier Friday,year tess anna endured identity crisis anna daughter soon stepdaughter navigate myriad challenge come two family merge tess anna discover lightning might indeed strike twice
Harry Potter and the Half-Blood Prince,lord voldemort tightens grip muggle wizarding world hogwarts longer safe harry suspect peril may even lie within castle dumbledore intent upon preparing final battle fast approaching together work find key unlock voldemorts defense end dumbledore recruit old friend colleague horace slughorn belief hold crucial information even decisive showdown loom romance blossom harry ron hermione classmate love air danger lie ahead hogwarts may never
Onward,suburban fantasy world two teenage elf brother embark extraordinary quest discover still little magic left
Puss in Boots,long even met shrek notorious fighter lover outlaw pus boot becomes hero set adventure tough street smart kitty softpaws mastermind humpty dumpty save town true story cat myth legend boot
Alvin and the Chipmunks,struggling songwriter named dave seville find success come across trio singing chipmunk mischievous leader alvin brainy simon chubby impressionable theodore
Peter Pan,leaving safety nursery behind wendy michael john follow peter pan magical world childhood last forever neverland kid must face captain hook foil attempt get rid peter good
The Addams Family,man claiming long lost uncle fester reappears year lost family plan celebration wake dead kid barely time warm electric chair morticia begin suspect fester fraud recall detail fester life
Flyboys,adventure lafayette escadrille young american volunteered french military u entered world war became country first fighter pilot
No,chilean military dictator augusto pinochet due international pressure forced call plebiscite presidency country vote yes pinochet extending rule another eight year opposition leader vote persuade brash young advertising executive ren saavedra spearhead campaign odds scant resource scrutiny despot minion saavedra team devise audacious plan win election set chile free
Rurouni Kenshin Part I: Origins,bakumatsu war end ex assassin kenshin himura traverse japan inverted sword defend needy without killing
Mongol: The Rise of Genghis Khan,story recount early life genghis khan slave went conquer half world th century
Belfast,buddy young boy cusp adolescence whose life filled familial love childhood hijinks blossoming romance yet beloved hometown caught increasing turmoil family face momentous choice hope conflict pas leave everything know behind new life
The Two Popes,frustrated direction church cardinal bergoglio request permission retire pope benedict instead facing scandal self doubt introspective pope benedict summons harshest critic future successor rome reveal secret would shake foundation catholic church
One Life,british stockbroker nicholas winton visit czechoslovakia form plan assist rescue jewish child onset world war ii operation came known kindertransport
The Mission,spanish jesuit go south american wilderness build mission hope converting indian region slave hunter converted join mission spain sell colony portugal forced defend built portuguese aggressor
Dragon Blade,huo commander protection squad western region framed evil force becomes enslaved hand roman general escape china rescuing prince heroic duo meet western desert thrilling story unfolds
Barry Lyndon,irish rogue us cunning wit work way social class th century england transforming humble redmond barry noble barry lyndon
The Tiger,korea japanese ruler demand last remaining tiger killed tiger easily defeat pursuer legendary hunter take
Ip Man 4: The Finale,following death wife ip man travel san francisco ease tension local kung fu master star student bruce lee searching better future son
The Killing Fields,new york time reporter sydney schanberg assignment covering cambodian civil war help local interpreter dith pran american photojournalist al rockoff u army pull amid escalating violence schanberg make exit arrangement pran family pran however tell schanberg intends stay cambodia help cover unfolding story decision may regret khmer rouge rebel move
"Good Night, and Good Luck.",story journalist edward r murrow stand senator joseph mccarthy anti communist witch hunt early
Charlie Wilson's War,u rep charlie wilson texas socialite joanne herring cia agent gust avrakotos form unlikely alliance boost funding afghan freedom fighter war invading soviet trio successful effort finance covert operation contributes fall soviet union end cold war
Alexander,alexander king macedonia lead legion giant persian empire defeating persian lead army across known world venturing farther westerner ever gone way india
72 Hours: Martyr Who Never Died,story based life rifleman jaswant singh rawat year ago indo china war destiny war pre decided stood brave soldier th garhwal rifle odds guarded post nurunaang base arunachal pradesh called nefa border
Escape from Pretoria,south africa tim jenkin stephen lee two white political activist african national congress imprisoned apartheid regime put plan motion escape infamous pretoria prison
The Round Up,faithful retelling vel hiv roundup event surrounding
The 13th Warrior,muslim ambassador exiled homeland join group viking initially offended behavior growing respect travel together learn legendary evil closing must unite confront formidable force
The Good Shepherd,edward wilson witness father suicide member skull bone society student yale morally upright young man value honor discretion quality help recruited career newly founded os dedication work come without price though leading sacrifice ideal eventually family
Ayla: The Daughter of War,amidst ravage korean war sergeant leyman stumble upon half frozen little girl parent help sight risk life save smuggling army base harm way
Benedetta,th century nun becomes entangled forbidden lesbian affair novice benedetta shocking religious vision threaten shake church core
Malcolm X,tribute controversial black activist leader struggle black liberation hit bottom imprisonment became black muslim leader nation islam assassination left legacy self determination racial pride
The Return,twenty year away odysseus wash shore ithaca haggard unrecognizable king finally returned home much changed kingdom since left fight trojan war
The Rose of Versailles,age revolution marie antoinette protector oscar fran ois de jarjayes face tough choice woman growing distinct role
Das Boot,german submarine hunt allied ship second world war soon becomes hunted crew try survive surface stretching boat limit
The Last Emperor,dramatic history pu yi last emperor china lofty birth brief reign forbidden city object worship half billion people abdication decline dissolute lifestyle exploitation invading japanese finally obscure existence another peasant worker people republic
The Swordsman,blinded coup king joseon greatest swordsman go hiding far removed city anguish trafficker kidnap daughter choice unsheathe sword
My Way,invasion normandy photograph slim korean man german uniform found transpired man served soldier japanese russian german army incredible story inspired director kang je gyu create epic war drama
Red Cliff,final day han dynasty shrewd prime minster cao convinced fickle emperor han way unite china declare war kingdom xu west east wu south thus began military campaign unprecedented scale left hope survival kingdom xu east wu formed unlikely alliance
Kesari,army sikh battle afghan prevent saragarhi fort taken
Judgment at Nuremberg,four german judge served bench nazi regime face military tribunal answer charge crime humanity chief justice haywood hears evidence testimony lead defendant ernst janning defense attorney han rolfe also widow nazi general idealistic u army captain reluctant witness irene wallner
The Peasants,peasant girl jagna forced marry much older wealthy farmer boryna despite love son antek time jagna becomes object envy disdain villager must fight preserve independence
Robin Hood,soldier robin happens upon dying robert loxley promise return man sword family nottingham assumes robert identity romance widow marion draw ire town sheriff king john henchman godfrey
A City of Sadness,story family embroiled white terror kuomintang government anti communist political repression wrought taiwanese people
Kannappa,atheist hunter kannappa becomes devotee lord shiva plucked eye act devotion
Maria,maria calla world greatest opera singer life last day life paris confronts identity life
A Million Miles Away,life engineer former nasa astronaut jos hern ndez first migrant farmworker go space
Jeanne du Barry,life jeanne b cu born illegitimate daughter impoverished seamstress went rise court louis xv become last official mistress
Battleship Potemkin,dramatized account great russian naval mutiny resultant public demonstration showing support brought police massacre film incredible impact development cinema masterful example montage editing
Hotel Rwanda,inspired true event film take place rwanda million tutsi killed genocide went mostly unnoticed rest world hotel owner paul rusesabagina house thousand refuge hotel attempt save life
Pinball: The Man Who Saved the Game,dramatic comedy based true story writer pinball wizard roger sharpe chronicling journey overturn new york city year ban pinball
Sight,ming wang impoverished chinese prodigy flees communist china become pioneering eye surgeon america tasked restoring sight orphan india blinded stepmother wang must confront trauma living violent uprising youth cultural revolution
The Monuments Men,based true story greatest treasure hunt history monument men action drama focusing seven hill shape museum director artist architect curator art historian went front line wwii rescue world artistic masterpiece nazi thief return rightful owner art hidden behind enemy line could guy hope succeed
Snowden,cia employee edward snowden leak thousand classified document press
Andrei Rublev,expansive russian drama film focus life revered religious icon painter andrei rublev drifting place place tumultuous era peace seeking monk eventually gain reputation art rublev witness brutal battle unintentionally becomes involved take vow silence spends time away work begin ease troubled soul take step towards becoming painter
Aśoka,young prince asoka work perfect skill battle also deal family conflict struggle one step brother mother urge asoka escape stay alive away asoka meet kaurwaki fall love must use skill warrior protect dangerous heartbreaking web conspiracy follows lead asoka embrace buddhist path
Harakiri,luck veteran tsugumo hanshir enters courtyard prosperous house iyi unemployed family hope find place commit seppuku worthy second deliver coup de gr ce suicide ritual senior counselor iyi clan question ronin resolve integrity suspecting hanshir seeking charity rather honorable end follows pair interlocking story lay bare difference honor respect promise examine legendary foundation samurai code
The Other Boleyn Girl,sumptuous sensual tale intrigue romance betrayal set backdrop defining moment european history two beautiful sister anne mary boleyn driven family blind ambition compete love handsome passionate king henry viii
The Last Duel,king charles vi declares knight jean de carrouges settle dispute squire jacques le gris challenging duel
J. Edgar,face law enforcement united state almost year j edgar hoover feared admired reviled revered behind closed door held secret would destroyed image career life
The Wind Rises,lifelong love flight inspires japanese aviation engineer jiro horikoshi whose storied career includes creation world war ii fighter plane
The Warlords,civil war china ruined many life including general pang wounded general pang saved beautiful young woman along two men together vow eradicate rebel
Pompeii,milo slave turned gladiator find race time save true love cassia beautiful daughter wealthy merchant unwillingly betrothed corrupt roman senator mount vesuvius erupts torrent blazing lava milo must fight way arena order save beloved magnificent pompeii crumbles around
The Human Condition III: A Soldier's Prayer,japanese defeat russian kaji lead last remaining men manchuria intent returning dear wife old life kaji face great odds variety different harrowing circumstance fellow men sneak behind enemy line
Get on Up,chronicle james brown rise extreme poverty become one influential musician history
Consent,vanessa springora recount found influence famous writer almost victim triple predation sexual literary psychic beyond individual story question excess era complacency environment blinded talent celebrity
Kingdom,set qin dynasty warring state period ancient china shin war orphan dream becoming great general shin fateful encounter young king eisei king eisei aim unify china
Quo Vadis,fierce roman commander marcus vinicius becomes infatuated beautiful christian hostage lygia begin question tyrannical leadership despotic emperor nero
Alexander Nevsky,german knight invade russia prince alexander nevsky must rally people resist formidable force teutonic soldier take eastern russian city alexander stage stand novgorod major battle fought ice frozen lake chudskoe alexander lead outnumbered troop two number vasili gavrilo begin contest bravery win hand local maiden
The Impossible,december close knit family maria henry three son begin winter vacation thailand day christmas idyllic holiday turn incomprehensible nightmare terrifying roar rise depth sea followed wall black water devours everything path though maria family face darkest hour unexpected display kindness courage ameliorate terror
Lawrence of Arabia,story british officer e lawrence mission aid arab tribe revolt ottoman empire first world war lawrence becomes flamboyant messianic figure cause arab unity psychological instability threatens undermine achievement
Invincible,inspired true story vince papale man nothing lose ignored staggering odds made dream come true coach papale beloved hometown football team hosted unprecedented open tryout public consensus waste time one good enough play professional football going found way
Mirror,dying man forty recall childhood mother war personal moment tell juxtapose pivotal moment soviet history daily life
Judas and the Black Messiah,bill neal infiltrates black panther order fbi agent mitchell j edgar hoover black panther chairman fred hampton ascends falling fellow revolutionary en route battle wage neal soul
Spotlight,true story boston globe uncovered massive scandal child molestation cover within local catholic archdiocese shaking entire catholic church core
House of Gucci,patrizia reggiani outsider humble beginning marries gucci family unbridled ambition begin unravel family legacy trigger reckless spiral betrayal decadence revenge ultimately murder
In This Corner of the World,japan world war ii young suzu leaf village near hiroshima marry live law kure military harbor creativity overcome deprivation quickly make indispensable home inhabited ancestral wisdom suzu impregnates simple gesture everyday life poetry beauty many hardship loss loved one frequent air raid enemy nothing alters enthusiasm
King Arthur,story arthurian legend based sarmatian hypothesis contends legend historical nucleus sarmatian heavy cavalry troop stationed britain roman british military commander lucius artorius castus historical person behind legend
The Battle at Lake Changjin II: Water Gate Bridge,follow battle lake changjin brother wu qianli wu wanli undertake new task people volunteer army defending bridge part american troop escape route advancing chinese
Small Things Like These,working coal merchant support family bill furlong discovers disturbing secret kept local convent uncovers truth forcing confront past complicit silence small irish town controlled catholic church
Last Hero in China,jet li star comic spectacle chinese robin hood stumble upon kidnapping scheme unwittingly opening martial art school next brothel
Public Enemies,depression era bank robber john dillinger charm audacity endear much america downtrodden public also thorn side j edgar hoover fledgling fbi desperate capture elusive outlaw hoover make dillinger first public enemy number one assigns top agent melvin purvis task bringing dead alive
Everest,inspired incredible event surrounding treacherous attempt reach summit world highest mountain everest document awe inspiring journey two different expedition challenged beyond limit one fiercest snowstorm ever encountered mankind mettle tested harshest element found planet climber face nearly impossible obstacle lifelong obsession becomes breathtaking struggle survival
Notorious,notorious story christopher wallace raw talent sheer determination wallace transforms brooklyn street hustler selling crack pregnant woman one greatest rapper time notorious b g follow meteoric rise fame refusal succumb expectation redefining notion american dream
The Tin Drum,oskar matzerath unusual boy refusing leave womb promised tin drum mother agnes oskar reluctant enter world see filled hypocrisy injustice vow third birthday never grow miraculously get wish nazi rise power danzig oskar will remain child beating tin drum incessantly screaming protest chaos surrounding
Emancipation,inspired gripping true story man would anything family freedom peter enslaved man risk life escape return family embarks perilous journey love endurance
The Hill,story rickey hill overcomes physical disability repair relationship father quest become major league baseball mlb player
Glory,robert gould shaw lead u civil war first black volunteer company fighting prejudice union army confederate
The Doors,story famous influential rock band lead singer composer jim morrison
Ip Man 3,band brutal gangster led crooked property developer make play take city master ip forced take stand
Dumb Money,vlogger keith gill sink life saving gamestop stock post social medium start blowing life life everyone following stock tip becomes movement everyone get rich billionaire fight back side find world turned upside
The Last Frontier,story podolsk cadet heroic stand outside moscow october cadet sent ilyinsky line fighting alongside unit soviet rd army hold back german advance reinforcement arrived hopelessly outnumbered young men laid life battle lasting almost two week obstruct far superior german force advancing towards moscow around cadet commanding officer sent hold last line defense outside moscow remained eternity
Marie Antoinette,retelling france iconic ill fated queen marie antoinette betrothal marriage louis xvi reign queen ultimately fall versailles
The Three Musketeers: D'Artagnan,artagnan spirited young gascon left dead trying save noblewoman kidnapped paris try mean find attacker unaware quest lead heart war future france stake aided king musketeer athos porthos aramis face machination villainous cardinal richelieu milady de winter falling love constance queen confidante
The Boy Who Harnessed the Wind,odds thirteen year old boy malawi invents unconventional way save family village famine
The Greatest Story Ever Told,birth bethlehem death eventual resurrection life jesus christ given star treatment epic retelling major aspect christ life touched upon including execution newborn male egypt king herod christ baptism john baptist betrayal juda last supper eventually lead christ crucifixion miraculous return
We Were Soldiers,story first major battle american phase vietnam war soldier side fought
Love & Mercy,late beach boy brian wilson stop touring produce pet sound begin lose grip reality sway controlling therapist find savior melinda ledbetter
The Vikings,einar brutal son viking ragnar future heir throne tangle clever slave eric hand beautiful english maiden
Munich,olympic game munich eleven israeli athlete taken hostage murdered palestinian terrorist group known black september retaliation israeli government recruit group mossad agent track execute responsible attack
The Teacher Who Promised the Sea,ariadna discovers grandfather searching remains father disappeared civil war determined help travel burgos mass grave excavated could buried stay learn story antoni benaiges young teacher tarragona grandfather teacher war innovative pedagogical method antoni inspired student made promise take see sea
The Kung Fu Cult Master,wild rollicking martial art fantasy extravaganza feature prized sword swordsman crazy monk attached rolling boulder serious clan cult rivalry lot magic flying
Milk,true story harvey milk first openly gay man ever elected public office san francisco late harvey milk becomes activist gay right inspires others join fight equal right available american
Beyond Pollution,barker white document environmental impact massive bp spill
Skin,destitute young man raised racist skinhead notorious among white supremacist turn back hatred violence transform life help black activist woman love
The Favourite,england early th century close relationship queen anne sarah churchill threatened arrival sarah cousin abigail hill resulting bitter rivalry two cousin queen favourite
Rurouni Kenshin: The Final,kenshin ally face strongest enemy yet former brother law enishi yukishiro minion vowed revenge
The Chosen: Last Supper,jesus ride holy city king find father house turned place prayer corrupt market jewish high priest scheme would messiah jesus strike first turning table religious corruption
Darkest Hour,may fate world war ii hang winston churchill must decide whether negotiate adolf hitler fight knowing could mean end british empire
R-Point,january south korean base nah trang vietnam receives radio transmission missing platoon presumed dead
Buddha: The Great Departure,prince siddhartha heir shakya kingdom constantly war powerful kosala kingdom father try raise warrior leader shield misery world meeting young outcast girl migaila siddhartha experience love first time also witness suffering afflicts humankind meanwhile kosala chapra rise military despite lowly origin become hero general army final showdown two kingdom force siddhartha evaluate path following
Lincoln,revealing story th u president tumultuous final month office nation divided war strong wind change lincoln pursues course action designed end war unite country abolish slavery moral courage fierce determination succeed choice critical moment change fate generation come
The Ghost and the Darkness,sir robert beaumont behind schedule railroad africa enlisting noted engineer john henry patterson right ship beaumont expects result everything seems great crew discovers mutilated corpse project foreman seemingly killed lion several attack patterson call famed hunter charles remington finally met match bloodthirsty lion
Lone Wolf and Cub: White Heaven in Hell,sixth final film lone wolf cub series final conflict ogami itto yagyu clan carried
Misbehaviour,group woman involved woman liberation movement hatched plan invade stage disrupt live broadcast miss world competition london resulting overnight fame newly formed organization show resumed result caused uproar turned western ideal beauty head
The Human Condition I: No Greater Love,handing report treatment chinese colonial labor kaji offered post labor chief large mining operation manchuria also grant exemption military service accepts move manchuria newly wed wife michiko try put idea humane treatment practice find odds scheming official cruel foreman military police
Battle of Jangsari,korean war september order fight enemy force based south peninsula general macarthur order start incheon landing operation deploying diversionary attack location without real military force spare young korean student soldier barely trained sent jangsari beach face heroic fate discover value friendship sequel operation chromite released
Gate of Hell,japan morit brave samurai performs heroic act rescuing lovely kesa violent uprising morit fall love becomes distraught find married
Zulu,anglo zulu war man people lt chard snooty lt bromhead charge defending isolated vastly outnumbered natal outpost rorke drift tribal horde
Operation Chromite,squad soldier fight korean war crucial battle incheon
Hiroshima Mon Amour,deep conversation japanese architect french actress form basis celebrated french film considered one vanguard production french new wave set hiroshima end world war ii couple lover turned friend recount many hour previous romance life experience two intertwine story past pondering devastation wrought atomic bomb dropped city
Samurai III: Duel at Ganryu Island,humble simple takezo abandon life knight errant sought teacher vassal shogun japan powerful clan leader also challenged fight supremely confident skillful sasaki kojiro takezo agrees fight kojiro year time reject shogun patronage choosing instead live edge village raising vegetable followed otsu later akemi love year end takezo assist villager band brigand seek otsu forgiveness accepts love set across water ganryu island final contest
Rudy,rudy grew steel mill town people ended working wanted play football notre dame instead couple problem grade little low athletic skill poor half size player drive spirit people set sight upon joining team
Big George Foreman,fueled impoverished childhood george foreman channeled anger becoming olympic gold medalist world heavyweight champion followed near death experience took boxing ring pulpit see community struggling spiritually financially foreman return ring make history reclaiming title becoming oldest improbable world heavyweight boxing champion ever
Selena,biographical drama selena quintanilla born musical mexican american family texas father abraham realizes young daughter talented begin performing small venue find success fall guitarist chris perez draw ire father seeking mainstream stardom selena begin recording english language album tragically would never complete
Judy,thirty year starring wizard oz beloved actress singer judy garland arrives london perform sold show talk town nightclub reminisces friend fan begin whirlwind romance musician mickey dean soon fifth husband
Kalashnikov AK-47,tank commander kalashnikov severely injured battle accident leaf incapacitated unable return front line recovering hospital begin creating initial sketch become one world legendary weapon self taught inventor mikhail kalashnikov develops iconic assault riffle ak
Casualties of War,vietnam war soldier find outsider squad unnecessarily kidnap female villager
The Assassin,th century china ten year old general daughter nie yinniang abducted nun initiate martial art transforming exceptional assassin charged eliminating cruel corrupt local governor one day failed task sent back mistress land birth order kill man promised cousin lead largest military region north china year exile young woman must confront parent memory long repressed feeling
War of the Arrows,death father two sibling raised father best friend however one get kidnapped wedding rise manchu
Häxan,grave robbing torture possessed nun satanic sabbath benjamin christensen legendary film us series dramatic vignette explore scientific hypothesis witch middle age suffered hysteria turn century psychiatric patient film far serious instead witch brew scary gross darkly humorous
The Promise,set last day ottoman empire love triangle develops mikael brilliant medical student beautiful sophisticated artist ana chris renowned american journalist based paris
King of Kings,jesus impact meet respected reviled emulated accused beloved betrayed finally crucified yet terrible fate would end story
Cinderella Man,true story boxer jim braddock following retirement make surprise comeback order lift family poverty
Argentina 1985,team lawyer take head argentina bloody military dictatorship battle odds race time
A Taxi Driver,may man seob taxi driver seoul life hand mouth raising young daughter alone one day hears foreigner pay big money drive gwangju city knowing german journalist hidden agenda man seob take job
Caligula,death paranoid emperor tiberius caligula heir seizes power plunge empire bloody spiral madness depravity
The Devil's Bath,austria deeply religious woman named agnes married beloved mind heart soon grow heavy life becomes long list chore expectation day day increasingly trapped murky lonely path leading evil thought possibility committing shocking act violence seems like way inner prison
Mr. Jones,welsh journalist gareth jones travel ukraine experience horror famine everywhere go meet henchman soviet secret service determined prevent news catastrophe getting stalin forced collectivisation agriculture resulted misery ruin policy tantamount mass murder
The Last of the Mohicans,war torn colonial america midst bloody battle british french native american ally aristocratic daughter british colonel party captured group huron warrior fortunately group three mohican trapper come rescue
When the Last Sword Is Drawn,kanichiro yoshimura samurai family man longer support wife child low pay receives small town clan forced love family leave city search higher pay support
Alive,amazing true story uruguayan rugby team plane crashed middle andes mountain immense survive pull alive forced anything everything could stay alive meager ration freezing cold
The Passion of Joan of Arc,classic silent age film tell story doomed ultimately canonized th century teenage warrior trial claiming spoken god jeanne arc subjected inhumane treatment scare tactic hand church court official initially bullied changing story jeanne eventually opts see truth punishment famously brutal execution earns perpetual martyrdom
Anita,long awaited biopic provides vivid account remarkable life anita mui behind limelight chronicling journey child performer becoming one world recognized music icon
Princess Yang Kwei-fei,eighth century china emperor grieving death wife yang family want provide emperor consort may consolidate influence court general lushan find distant relative working kitchen groom present emperor emperor fall love becomes princess yang kwei fei yang appointed important minister though lushan given court position covets minister misuse power much popular revolt yang fueled lushan
Reagan,told voice former kgb agent viktor petrovich whose life becomes inextricably linked ronald reagan reagan first caught soviet attention actor hollywood reagan overcomes odds become th president united state
Padmaavat,rajputana india th century tyrannical usurper alauddin khilji sultan delhi becomes obsessed queen padmavati wife king ratan singh mewar go great length satisfy greed
Red Cliff II,battle red cliff continues alliance xu east wu fracturing cao cao massive force doorstep kingdom xu east wu survive
Barefoot Gen,story effect atomic bombing hiroshima boy life life japanese people
Thirteen Days,story cuban missile crisis nuclear standoff ussr sparked discovery american missile base established soviet allied island cuba
Once Upon a Time in China IV,wong fei hung must deal foreign threat nationalist red lantern society continuation popular kung fu series
Hansan: Rising Dragon,admiral yi sun sin fleet face might invading japanese navy formidable warship korean force fall crisis admiral resort using secret weapon dragon head ship known geobukseon order change tide epic battle sea
Till,true story mamie till mobley relentless pursuit justice year old son emmett till lynched visiting cousin mississippi
Hotel Mumbai,mumbai india november several terrorist spread hatred death city others attack taj mahal palace hotel hotel staff guest risk life making unthinkable sacrifice protect keep everyone safe help arrives
The 33,based true story collapse mine san jose chile left miner isolated underground day
Bodyguards and Assassins,revolutionist sun yat sen visit hong kong discus plan tongmenghui member overthrow qing dynasty find assassin sent kill assemble group protector prevent attack
The Trial of the Chicago 7,supposed peaceful protest turned violent clash police followed one notorious trial history
The Death of Stalin,dictator joseph stalin dy parasitic crony square frantic power struggle become next soviet leader bumble brawl back stab way top question remains running government
Legend of the Fist: The Return of Chen Zhen,japanese force occupy shanghai slowly start spreading terror city chen zhen presumed dead return fight japanese put end tyrannical rule
The Grandmaster,ip man peaceful life foshan change gong yutian seek heir family southern china ip man meet gong er challenge sake regaining family honor second sino japanese war ip man move hong kong struggle provide family mean time gong er chooses path vengeance father killed san
The Six Triple Eight,world war ii u army black woman battalion take impossible mission sorting three year backlog million piece mail delivered american soldier finish within six month
The Wizard of Lies,look behind scene bernie madoff massive ponzi scheme perpetrated public trail destruction left wake victim madoff family
Limonov: The Ballad,revolutionary militant thug underground writer butler millionaire manhattan also switchblade waving poet lover beautiful woman warmonger political agitator novelist wrote greatness eduard limonov life story journey russia america europe second half th century
Downton Abbey,beloved crawleys intrepid staff prepare important moment life royal visit king queen england unleash scandal romance intrigue leave future downton hanging balance
Nazi Concentration Camps,produced presented evidence nuremberg war crime trial hermann g ring twenty nazi leader film consists primarily dead surviving prisoner facility used kill torture world war ii
The King's Speech,king speech tell story man became king george vi father queen elizabeth ii brother abdicates george bertie reluctantly assumes throne plagued dreaded stutter considered unfit king bertie engages help unorthodox speech therapist named lionel logue set unexpected technique result unlikely friendship bertie able find voice boldly lead country war
